                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                0.84369,                0.83467,                 1.4388,                0.74294,                0.79451,                0.80788,                  0.619,                0.58448,                0.56608,                 1.2613,               0.003169,               0.003169,               0.003169
                     71,                0.84406,                0.83787,                 1.4376,                0.73981,                0.80671,                0.80846,                0.61714,                0.58432,                0.56441,                 1.2618,                0.00307,                0.00307,                0.00307
                     72,                0.83755,                0.82643,                  1.429,                0.74843,                0.79591,                0.80855,                0.61736,                0.58498,                0.56324,                 1.2625,               0.002971,               0.002971,               0.002971
                     73,                0.83768,                0.82019,                 1.4286,                0.75513,                0.79508,                0.80903,                0.62054,                 0.5849,                0.56282,                 1.2626,               0.002872,               0.002872,               0.002872
                     74,                0.83664,                0.81142,                 1.4287,                 0.7525,                0.79195,                0.81012,                 0.6198,                0.58449,                0.56166,                 1.2631,               0.002773,               0.002773,               0.002773
                     75,                0.83123,                0.81568,                 1.4238,                0.77195,                0.77386,                0.80935,                0.62132,                0.58389,                0.56095,                 1.2623,               0.002674,               0.002674,               0.002674
                     76,                0.82625,                0.80155,                 1.4261,                0.77311,                0.77584,                0.80946,                0.62109,                0.58365,                 0.5599,                 1.2625,               0.002575,               0.002575,               0.002575
                     77,                0.82384,                0.80037,                 1.4195,                0.77116,                0.77719,                0.81003,                0.62081,                0.58375,                 0.5603,                 1.2629,               0.002476,               0.002476,               0.002476
                     78,                0.82745,                0.79579,                 1.4209,                0.77629,                0.77319,                0.80942,                0.62186,                0.58375,                0.56052,                 1.2631,               0.002377,               0.002377,               0.002377
                     79,                0.82221,                0.78356,                 1.4169,                0.77486,                0.77397,                0.80999,                0.62185,                0.58383,                 0.5592,                  1.263,               0.002278,               0.002278,               0.002278
                     80,                 0.8207,                0.78686,                 1.4127,                0.77247,                0.77551,                 0.8094,                0.62282,                0.58381,                0.55887,                 1.2625,               0.002179,               0.002179,               0.002179
                     81,                0.81734,                0.78342,                  1.413,                 0.7747,                0.77404,                 0.8091,                0.62265,                0.58369,                0.55858,                  1.263,                0.00208,                0.00208,                0.00208
                     82,                0.81554,                0.76733,                 1.4112,                0.77274,                0.77582,                0.80935,                0.62131,                0.58376,                0.55867,                 1.2633,               0.001981,               0.001981,               0.001981
                     83,                0.81435,                0.78099,                 1.4105,                0.77188,                0.77473,                 0.8095,                0.62042,                0.58382,                0.55834,                 1.2631,               0.001882,               0.001882,               0.001882
                     84,                0.80658,                0.75534,                 1.4007,                0.77245,                0.77255,                0.80975,                 0.6216,                0.58373,                0.55809,                 1.2633,               0.001783,               0.001783,               0.001783
                     85,                0.80563,                0.75506,                 1.4009,                0.78804,                 0.7617,                0.80981,                0.62167,                0.58386,                0.55788,                 1.2634,               0.001684,               0.001684,               0.001684
                     86,                 0.7996,                0.74842,                 1.3924,                0.79055,                0.76451,                0.81023,                0.62268,                0.58386,                0.55729,                 1.2633,               0.001585,               0.001585,               0.001585
                     87,                0.80555,                0.74688,                 1.3993,                0.78479,                 0.7676,                0.81072,                0.62271,                0.58396,                0.55693,                 1.2637,               0.001486,               0.001486,               0.001486
                     88,                0.79214,                0.74573,                 1.3916,                0.78857,                0.76391,                0.81129,                0.62297,                0.58384,                 0.5569,                 1.2633,               0.001387,               0.001387,               0.001387
                     89,                0.79574,                0.73591,                 1.3936,                0.79464,                0.76063,                0.81185,                0.62339,                0.58383,                0.55659,                 1.2632,               0.001288,               0.001288,               0.001288
                     90,                0.78861,                0.72911,                 1.3886,                0.79209,                0.76379,                0.81206,                0.62307,                0.58395,                 0.5563,                 1.2635,               0.001189,               0.001189,               0.001189
                     91,                0.58541,                0.41792,                 1.2798,                0.79605,                0.76104,                0.81275,                0.62421,                0.58419,                0.55521,                 1.2637,                0.00109,                0.00109,                0.00109
                     92,                0.58074,                0.41307,                 1.2732,                0.79876,                0.76175,                0.81334,                0.62414,                0.58416,                0.55426,                 1.2638,               0.000991,               0.000991,               0.000991
                     93,                 0.5719,                0.40196,                  1.267,                0.79735,                0.76209,                0.81367,                0.62432,                0.58404,                0.55394,                  1.264,               0.000892,               0.000892,               0.000892
                     94,                0.56699,                0.38454,                 1.2627,                0.79269,                0.76292,                0.81405,                0.62424,                0.58467,                0.55354,                  1.265,               0.000793,               0.000793,               0.000793
                     95,                0.56124,                0.38276,                 1.2516,                0.79362,                0.76487,                0.81467,                0.62514,                0.58455,                 0.5534,                 1.2651,               0.000694,               0.000694,               0.000694
                     96,                0.55111,                0.36437,                 1.2441,                0.79487,                0.76266,                0.81489,                0.62554,                0.58456,                0.55331,                 1.2654,               0.000595,               0.000595,               0.000595
                     97,                0.55023,                0.36591,                 1.2416,                0.79906,                0.76172,                0.81522,                0.62555,                0.58406,                 0.5536,                 1.2648,               0.000496,               0.000496,               0.000496
                     98,                 0.5441,                0.35424,                 1.2328,                0.78202,                0.78288,                0.81555,                0.62586,                0.58441,                0.55334,                 1.2655,               0.000397,               0.000397,               0.000397
                     99,                0.54121,                0.35182,                 1.2301,                0.78191,                 0.7857,                0.81569,                 0.6263,                0.58444,                0.55332,                 1.2656,               0.000298,               0.000298,               0.000298
                    100,                0.53607,                 0.3491,                 1.2241,                0.81901,                0.74965,                0.81647,                0.62657,                0.58429,                0.55342,                 1.2656,               0.000199,               0.000199,               0.000199
